Content,Paper Name,Label,Document Type,Affiliations,Cleaned_Content
"Summary. Modern oncology faces the need to integrate high-level evidence, non-pharmacological interventions into care pathways. Among these, structured physical exercise is shifting from a simple “virtuous recommendation” to a treatment that concretely influences clinical outcomes. The phase III CHALLENGE trial, conducted on 889 patients with stage II-III colon cancer, demonstrated a 6.4% absolute increase in 5-year disease-free survival (DFS) (HR 0.72) and a 37% reduction in overall mortality (HR 0.63). Observational evidence further confirms benefits in breast, prostate, and lung cancers. This review summarizes the literature, analyzes barriers and implementation strategies (tele-exercise, dedicated professionals, hub-and-spoke models), and assesses psychological and economic impacts. © 2026, Il Pensiero Scientifico Editore s.r.l.. All rights reserved. [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",CHALLENGE accepted! Exercise in oncology: from “Supportive Care” to “Effective Treatment”; CHALLENGE accepted! L’esercizio fisico in oncologia da “supportive care” a “effective treatment”,telemedicine,Article,,summary modern oncology face need integrate high level evidence non pharmacological intervention care pathway among structured physical exercise shifting simple virtuous recommendation treatment concretely influence clinical outcome phase iii challenge trial conducted patient stage ii iii colon cancer demonstrated absolute increase year disease free survival dfs hr reduction overall mortality hr observational evidence confirms benefit breast prostate lung cancer review summarizes literature analyzes barrier implementation strategy tele exercise dedicated professional hub spoke model assesses psychological economic impact il pensiero scientifico editore right reserved pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad
"In modern healthcare, real-time patient monitoring is essential for timely diagnosis and intervention. This paper presents the development of a Patient Monitoring System using LabVIEW, integrating multiple sensors and wireless communication for efficient data acquisition and visualization. The system utilizes Arduino-based DHT11 and MAX30100 sensors to measure temperature, humidity, heart rate, and SpO<inf>2</inf> (oxygen saturation) levels. The acquired physiological data is interfaced with LabVIEW to provide real-time visualization and analysis. To enable wireless transmission, Amplitude Shift Keying (ASK) modulation is applied to the sensor data, which is then transmitted and received using a Universal Software Radio Peripheral (USRP). This system enhances remote patient monitoring by ensuring real-time, reliable, and secure data transmission, making it suitable for telemedicine and IoT-based healthcare applications. © 2025 IEEE. [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",LabVIEW based Patient Monitoring System,telemedicine,Conference paper,,modern healthcare real time patient monitoring essential timely diagnosis intervention paper present development patient monitoring system using labview integrating multiple sensor wireless communication efficient data acquisition visualization system utilizes arduino based dht max sensor measure temperature humidity heart rate spo inf inf oxygen saturation level acquired physiological data interfaced labview provide real time visualization analysis enable wireless transmission amplitude shift keying ask modulation applied sensor data transmitted received using universal software radio peripheral usrp system enhances remote patient monitoring ensuring real time reliable secure data transmission making suitable [Cluster] iot based healthcare application ieee pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad
"The article discusses innovations in integrating Long-Term Care (LTC) and acute systems, focusing on Humber River Health’s (HRH) model. Older adults in LTC homes are vulnerable to avoidable Emergency Department (ED) visits due to frailty and medical complexity. HRH developed an integrated care model centred on LTC Remote Monitoring (RM) with LTC partners, leveraging nurse-led care models, digital tools, and virtual care hub to reduce avoidable ED transfers. Key components include the PREVIEW-ED© tool for early detection of clinical deterioration, LTC+ Hub and LTC++ Diagnostic Imaging and Transportation, supporting improved access to healthcare services. The program aligns with the Quintuple Aim, emphasizing patient and provider experiences, population health, cost reduction, and health equity. Results show significant reductions in ED visits, hospital lengths of stay, and associated costs, while enhancing resident and provider experiences. The LTC RM Model is positioned as a scalable solution for system transformation in integrated care. ©",Long term care-acute system integration and transformation: Innovations in models of care,telemedicine,Article,,article discusses innovation integrating long term care ltc acute system focusing humber river health hrh model older adult ltc home vulnerable avoidable emergency department ed visit due frailty medical complexity hrh developed integrated care model centred ltc remote monitoring rm ltc partner leveraging nurse led care model digital tool virtual care hub reduce avoidable ed transfer key component include preview ed tool early detection clinical deterioration ltc hub ltc diagnostic imaging transportation supporting improved access healthcare service program aligns quintuple aim emphasizing patient provider experience population health cost reduction health equity result show significant reduction ed visit hospital length stay associated cost enhancing resident provider experience ltc rm model positioned scalable solution system transformation integrated care
"Background: Interest in Parkinson's disease (PD) prevention trials is growing, and genetically at-risk individuals may be ideal candidates. LRRK2 G2019S is the most common autosomal dominant genetic cause of PD and exhibits incomplete penetrance. Objective: In a remote, prospective cohort study of LRRK2 G2019S carriers without PD, we examined change over time to better understand the natural history of LRRK2 PD. Methods: Clinical measures completed during annual video visits included the Movement Disorders Society Unified Parkinson's Disease Rating Scale (MDS-UPDRS parts I-III), Scales for Outcomes in Parkinson's Disease–Autonomic (SCOPA-AUT), Epworth Sleepiness Scale (ESS), REM Sleep Behavior Disorder Screening Questionnaire (RBDSQ), Beck Depression Inventory-II (BDI-II), Parkinson Anxiety Scale (PAS), and Montreal Cognitive Assessment (MoCA). To examine change from baseline to year two, we performed mixed model repeated measures analysis. To compare change over two years between different subgroups, we used generalized estimating equations. Results: We enrolled 211 LRRK2 G2019S carriers without",Stable two-year longitudinal clinical outcomes in LRRK2 G2019S non-manifest carriers in a remote nationwide study,telemedicine,Article,,background interest parkinson disease pd prevention trial growing genetically risk individual may ideal candidate lrrk common autosomal dominant genetic cause pd exhibit incomplete penetrance objective remote prospective cohort study lrrk carrier without pd examined change time better understand natural history lrrk pd method clinical measure completed annual video visit included movement disorder society unified parkinson disease rating scale md updrs part iii scale outcome parkinson disease autonomic scopa aut epworth sleepiness scale es rem sleep behavior disorder screening questionnaire rbdsq beck depression inventory ii bdi ii parkinson anxiety scale pa montreal cognitive assessment moca examine change baseline year two performed mixed model repeated measure analysis compare change two year different subgroup used generalized estimating equation result enrolled lrrk carrier without
"The work presented in this article used the EfficientNetV2B0 model for categorization of diabetic foot ulcers (DFU) using a Kaggle DFU data set data set, which contains a total of 844 images consisting of normal and ulcerated images, each represented 50%. The model achieved a high test accuracy of 98.7%, with precision, recall and F1-score equal to 98.8%, 97.9%, and 98.3%, respectively. The conflict analysis in the latter section reveals the advantage of using EfficientNetV2B0 as it manages to outperform ResNet-50, VGG16, and MobileNetV2 not only in performance, but also in cost efficiency efforts. This article highlights the potential applications of EfficientNetV2B0 proposed in the areas of telemedicine and remote medical services, thus solving very important issues of early detection and classification of diabetic foot ulcers. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026. [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",EfficientNetV2B0 for Automated Diabetic Foot Ulcer Detection: Implications for Telemedicine and Clinical Practice,telemedicine,Conference paper,,work presented article used efficientnetv model categorization diabetic foot ulcer dfu using kaggle dfu data set data set contains total image consisting normal ulcerated image represented model achieved high test accuracy precision recall score equal respectively conflict analysis latter section reveals advantage using efficientnetv manages outperform resnet vgg mobilenetv performance also cost efficiency effort article highlight potential application efficientnetv proposed area [Cluster] remote medical service thus solving important issue early detection classification diabetic foot ulcer author exclusive license springer nature singapore pte ltd pad pad pad pad pad pad pad pad pad pad pad
"Background: Home assessment is a critical component of successful home modifications, enabling individuals with functional limitations to age in place comfortably. A high-quality home assessment tool should facilitate a valid and reliable assessment involving health care and housing professionals, while also engaging and empowering consumers and their caregivers who may be dealing with multiple functional limitations. Unlike traditional paper-and-pencil assessments, which require extensive training and expert knowledge and can be alienating to consumers, mobile health (mHealth) apps have the potential to engage all parties involved, empowering and activating consumers to take action. However, little is known about which apps contain all the necessary functionality, quality appraisal, and accessibility. Objective: This study aimed to assess the functionality, overall quality, and accessibility of mHealth home assessment apps. Methods: mHealth apps enabling home assessment for aging in place were identified through a comprehensive search of scholarly articles, the Apple (iOS) and Google Play",Quality and Accessibility of Home Assessment mHealth Apps for Community Living: Systematic Review,telemedicine,Review,,background home assessment critical component successful home modification enabling individual functional limitation age place comfortably high quality home assessment tool facilitate valid reliable assessment involving health care housing professional also engaging empowering consumer caregiver may dealing multiple functional limitation unlike traditional paper pencil assessment require extensive training expert knowledge alienating consumer mobile health mhealth apps potential engage party involved empowering activating consumer take action however little known apps contain necessary functionality quality appraisal accessibility objective study aimed assess functionality overall quality accessibility mhealth home assessment apps method mhealth apps enabling home assessment aging place identified comprehensive search scholarly article apple io google play
"– Background – Increasing population size and the presence of bottlenecks in access to specialized health care demonstrate the importance of developing measures for better clinical management. The implementation of teleregulation is expected to bring greater resolution in the system. Objective – The objective of the present study was to evaluate the results of teleregulation in gastroenterology for the resolution of referrals in a large Brazilian city. Methods – We carried out a retrospective cross-sectional study of primary health care teleregulation requests for gastroenterology in a Brazilian city. Data were collected from October 2022 to June 2023 in patients aged >18 years. Patient demographic data, the reason for requesting screening, and screening outcomes were collected. Requests for reassessment were excluded. Results – Of the 3,000 teleregulation sessions screened in the study period, 71.1% were included, of which 68.17% were for women with a mean age of 54.32±16.19 years. Among the",Teleregulation in gastroenterology and the bottleneck of specialized health care; Telerregulação em gastroenterologia e o gargalo da atenção especializada à saúde.,telemedicine,Article,,background increasing population size presence bottleneck access specialized health care demonstrate importance developing measure better clinical management implementation teleregulation expected bring greater resolution system objective objective present study evaluate result teleregulation gastroenterology resolution referral large brazilian city method carried retrospective cross sectional study primary health care teleregulation request gastroenterology brazilian city data collected october june patient aged year patient demographic data reason requesting screening screening outcome collected request reassessment excluded result teleregulation session screened study period included woman mean age year among
"Background: Many countries have introduced video consultations in primary care both inside and outside of office hours. Despite some relational and technical limitations, general practitioners (GPs) have reported the benefits of video use in the daytime as it provides faster and more flexible access to health care. Studies have indicated that video may be specifically valuable in out-of-hours primary care (OOH-PC), but additional information on the added value of video use is needed. Objective: This study aimed to investigate triage GPs’ perspectives on video use in GP-led telephone triage in OOH-PC by exploring their reasons for choosing video use and its effect on triage outcome, the decision-making process, communication, and invested time. Methods: We conducted a cross-sectional questionnaire study among GPs performing telephone triage in the OOH-PC service in the Central Denmark Region from September 5, 2022, until December 21, 2022. The questionnaire was integrated into the electronic patient registration",The Added Value of Using Video in Out-of-Hours Primary Care Telephone Triage Among General Practitioners: Cross-Sectional Survey Study,telemedicine,Article,,background many country introduced video consultation primary care inside outside office hour despite relational technical limitation general practitioner gps reported benefit video use daytime provides faster flexible access health care study indicated video may specifically valuable hour primary care ooh pc additional information added value video use needed objective study aimed investigate triage gps perspective video use gp led telephone triage ooh pc exploring reason choosing video use effect triage outcome decision making process communication invested time method conducted cross sectional questionnaire study among gps performing telephone triage ooh pc service central denmark region september december questionnaire integrated electronic patient registration
"Problem: Portable ECG/sEMG acquisition systems for telemedicine often lack application flexibility (e.g., limited configurability, signal validation) and efficient wireless data handling. Methodology: A modular biosignal acquisition system with up to 8 channels, 24-bit resolution and configurable sampling (1–4 kHz) is proposed, featuring per-channel gain/source adjustments, internal MUX-based reference drive, and visual electrode integrity monitoring; Bluetooth® transmits data via a bit-wise packet structure (83.92% smaller than JSON, 7.28 times faster decoding with linear complexity based on input size). Results: maximum 6.7 μV<inf>rms</inf> input-referred noise; harmonic signal correlations >99.99%, worst-case THD of -53.03 dBc, and pulse wave correlation >99.68% in frequency-domain with maximum NMSE% of 6e-6%; and 22.3-hour operation (3.3 Ah battery @ 150 mA). Conclusion: The system enables high-fidelity, power-efficient acquisition with validated signal integrity and adaptable multi-channel acquisition, addressing gaps in portable biosensing. © 2025 The Authors [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",High-resolution portable bluetooth module for ECG and EMG acquisition,telemedicine,Article,,problem portable ecg semg acquisition system [Cluster] often lack application flexibility limited configurability signal validation efficient wireless data handling methodology modular biosignal acquisition system channel bit resolution configurable sampling khz proposed featuring per channel gain source adjustment internal mux based reference drive visual electrode integrity monitoring bluetooth transmits data via bit wise packet structure smaller json time faster decoding linear complexity based input size result maximum inf rms inf input referred noise harmonic signal correlation worst case thd dbc pulse wave correlation frequency domain maximum nmse hour operation ah battery conclusion system enables high fidelity power efficient acquisition validated signal integrity adaptable multi channel acquisition addressing gap portable biosensing author pad pad pad pad pad pad pad pad pad pad pad pad pad
"Background: Significant disruptions in the perinatal continuum of care occur postpartum in India, despite it being a critical time to optimize maternal health and wellbeing. Group-oriented mHealth approaches may help mitigate the impact of limited access to care and the lack of social support that characterize this period. Our team developed and pilot tested a provider-moderated group intervention to increase education, communication with providers, to refer participants to in-person care, and to connect them with a virtual social support group of other mothers with similarly aged infants through weekly calls and text chat. Methods: We analyzed the preliminary effectiveness of the pilot intervention on maternal health knowledge through 6 months postpartum among 135 participants in Punjab, India who responded to baseline and endline surveys. We described change in knowledge of maternal danger signs, birth preparedness, postpartum care use, postpartum physical and mental health, and family planning use over time between","Preliminary impact of an mHealth education and social support intervention on maternal health knowledge and outcomes among postpartum mothers in Punjab, India",telemedicine,Article,,background significant disruption perinatal continuum care occur postpartum india despite critical time optimize maternal health wellbeing group oriented mhealth approach may help mitigate impact limited access care lack social support characterize period team developed pilot tested provider moderated group intervention increase education communication provider refer participant person care connect virtual social support group mother similarly aged infant weekly call text chat method analyzed preliminary effectiveness pilot intervention maternal health knowledge month postpartum among participant punjab india responded baseline endline survey described change knowledge maternal danger sign birth preparedness postpartum care use postpartum physical mental health family planning use time
"Introduction Preeclampsia remains a formidable public health challenge, particularly in low- and middle-income countries (LMICs), where it significantly contributes to the high rates of maternal and neonatal morbidity and mortality. The advent of mobile health (mHealth) applications presents a promising avenue for enhancing the management of preeclampsia. This review protocol is designed to systematically assess the effectiveness and equity of mHealth apps in managing preeclampsia within LMICs, with a focus on clinical outcomes and the broader implications for accessibility, affordability, and cultural relevance. Materials and methods To achieve the objectives of this review, a rapid review methodology will be employed, encompassing a structured search strategy to identify pertinent studies from databases such as PubMed, Cochrane Library, and Google Scholar, as well as grey literature. The inclusion criteria are set to encompass randomized controlled trials (RCTs), controlled clinical trials (CCTs), observational studies, and qualitative studies that offer insights into the effectiveness",Effectiveness and equity of mHealth apps for preeclampsia management in LMICs: A rapid review protocol,telemedicine,Article,,introduction preeclampsia remains formidable public health challenge particularly low middle income country lmics significantly contributes high rate maternal neonatal morbidity mortality advent mobile health mhealth application present promising avenue enhancing management preeclampsia review protocol designed systematically assess effectiveness equity mhealth apps managing preeclampsia within lmics focus clinical outcome broader implication accessibility affordability cultural relevance material method achieve objective review rapid review methodology employed encompassing structured search strategy identify pertinent study database pubmed cochrane library google scholar well grey literature inclusion criterion set encompass randomized controlled trial rcts controlled clinical trial ccts observational study qualitative study offer insight effectiveness
"Digital health represents a tool that offers numerous advantages and facilitates various aspects of healthcare. Despite the considerable development and implementation of digital health in first-world countries, including the creation of various policies, third-world countries face a series of challenges in its implementation and development. These challenges include a lack of both economic and technological resources, as well as a shortage of policies related to its development and implementation. This article describes the approaches to digital health transformation in Ecuador, to what extent digital health has been developed in the country, the barriers present, and the benefits of its implementation. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025. [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]","Digital Health Transformation in Ecuador: Progress, Barriers, and Future Directions",telemedicine,Note,,digital health represents tool offer numerous advantage facilitates various aspect healthcare despite considerable development implementation digital health first world country including creation various policy third world country face series challenge implementation development challenge include lack economic technological resource well shortage policy related development implementation article describes approach digital health transformation ecuador extent digital health developed country barrier present benefit implementation author exclusive licence springer science business medium llc part springer nature pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad pad
"Wearable technology for monitoring blood pulse waveforms in the cervical area is still in a developmental stage, primarily due to challenges in accurate sensor placement and proper signal detection on the neck. In this study, two commercial piezoelectric thin film sensors were compared to identify the most suitable one for integration into a biocompatible epidermal neck patch. Of the two, the one with the largest sensitive area was chosen to carry out measurements on a healthy male subject in two different body positions: supine and sitting. The ECG signal was also acquired as a temporal reference to distinguish physiological blood pulse waveforms from those containing artifacts. Signal processing techniques applied to recorded signals have demonstrated the ability of the piezoelectric thin film sensor to clearly distinguish between arterial and venous blood pulses. Moreover, thanks to the used non-disposable adhesive patch, these preliminary results pave the way for telemedicine applications focused",Preliminary Evaluation of Piezoelectric Thin Film Sensors for Arterial and Venous Pulse Detection Using an Epidermal Neck Patch,telemedicine,Conference paper,,wearable technology monitoring blood pulse waveform cervical area still developmental stage primarily due challenge accurate sensor placement proper signal detection neck study two commercial piezoelectric thin film sensor compared identify suitable one integration biocompatible epidermal neck patch two one largest sensitive area chosen carry measurement healthy male subject two different body position supine sitting ecg signal also acquired temporal reference distinguish physiological blood pulse waveform containing artifact signal processing technique applied recorded signal demonstrated ability piezoelectric thin film sensor clearly distinguish arterial venous blood pulse moreover thanks used non disposable adhesive patch preliminary result pave way [Cluster] application focused
"Objectives: This is a protocol for a Cochrane Review (intervention). The objectives are as follows:. Primary objective To examine the benefits and harms of different types of psychosocial interventions for smoking cessation in people with CHD. Secondary objectives To examine the benefits and harms of psychosocial interventions aimed solely at smoking cessation compared with multi-risk factor interventions for smoking cessation in people with CHD. To examine the benefits and harms of brief (duration of < one month) compared to extended (duration of ≥ one month) psychosocial interventions for smoking cessation in people with CHD. To explore whether using a validated biochemical assessment versus a self-report of abstinence moderates the effectiveness of smoking cessation interventions in people with CHD. To assess the equity of psychosocial interventions for smoking cessation in people with CHD. © © 2025 The Authors. Cochrane Database of Systematic Reviews published by John Wiley & Sons, Ltd. on",Psychosocial interventions for smoking cessation in people with coronary heart disease,telemedicine,Article,,objective protocol cochrane review intervention objective follows primary objective examine benefit harm different type psychosocial intervention smoking cessation people chd secondary objective examine benefit harm psychosocial intervention aimed solely smoking cessation compared multi risk factor intervention smoking cessation people chd examine benefit harm brief duration one month compared extended duration one month psychosocial intervention smoking cessation people chd explore whether using validated biochemical assessment versus self report abstinence moderate effectiveness smoking cessation intervention people chd assess equity psychosocial intervention smoking cessation people chd author cochrane database systematic review published john wiley son ltd
"Purpose of Review: Health data sciences can help mitigate high burden of cardiovascular disease (CVD) management in South Asia by increasing availability and affordability of healthcare services. This review explores the current landscape, challenges, and strategies for leveraging digital health technologies to improve CVD outcomes in the region. Recent Findings: Several South Asian countries are implementing national digital health strategies that aim to provide unique health account numbers for patients, creating longitudinal digital health records while others aim to digitize healthcare services and improve health outcomes. Significant challenges impede progress, including lack of interoperability, inadequate training of healthcare workers, cultural barriers, and data privacy concerns. Summary: Leveraging digital health for CVD management involves using big data for early detection, employing artificial intelligence for diagnostics, and integrating multiomics data for health insights. Addressing these challenges through policy frameworks, capacity building, and international cooperation is crucial for improving CVD outcomes in region.",Health Data Sciences and Cardiovascular Diseases in South Asia: Innovations and Challenges in Digital Health,telemedicine,Review,,purpose review health data science help mitigate high burden cardiovascular disease cvd management south asia increasing availability affordability healthcare service review explores current landscape challenge strategy leveraging digital health technology improve cvd outcome region recent finding several south asian country implementing national digital health strategy aim provide unique health account number patient creating longitudinal digital health record others aim digitize healthcare service improve health outcome significant challenge impede progress including lack interoperability inadequate training healthcare worker cultural barrier data privacy concern summary leveraging digital health cvd management involves using big data early detection employing artificial intelligence diagnostics integrating multiomics data health insight addressing challenge policy framework capacity building international cooperation crucial improving cvd outcome region
"Objective: This systematic review (PROSPERO ID: CRD42022226375) aimed to identify the eHealth literacy of men with prostate cancer, and their caregivers. Methods: 8 databases (MEDLINE, SCOPUS, EMBASE, Web Of Science, PsycINFO, ERIC, CINAHL, Cochrane CENTRAL) and grey literature sources (e.g. Google Scholar) were searched from inception to December 2023. Articles were included if assessing eHealth/digital literacy of men with prostate cancer, or their carers’, and health outcome associations. Formats such as case reports, and review papers were excluded. Records and full texts underwent independent screening and data extraction. Author disagreements were resolved by discussion. The Mixed Methods Appraisal Tool (MMAT) was used to appraise included literature, with narrative synthesis of results. Results: 21,581 records were retrieved, with 7 articles satisfying inclusion criteria. A heterogenous field was characterised with lack of modern eHealth literacy measurement tools identified. Results suggest novice eHealth literacy using web 1.0 technologies. Non-validated measures of literacy demonstrate",eHealth literacy in prostate cancer: A systematic review,telemedicine,Review,,objective systematic review prospero id crd aimed identify ehealth literacy men prostate cancer caregiver method database medline scopus embase web science psycinfo eric cinahl cochrane central grey literature source google scholar searched inception december article included assessing ehealth digital literacy men prostate cancer carers health outcome association format case report review paper excluded record full text underwent independent screening data extraction author disagreement resolved discussion mixed method appraisal tool mmat used appraise included literature narrative synthesis result result record retrieved article satisfying inclusion criterion heterogenous field characterised lack modern ehealth literacy measurement tool identified result suggest novice ehealth literacy using web technology non validated measure literacy demonstrate
"Home visiting programs have been found to improve parenting practices and to reduce negative child outcomes. The 2019 coronavirus disease (COVID-19) resulted in an abrupt transition to telehealth services for many home visiting services. Limited research has examined the impacts of delivering home visiting services via telehealth, and the effects of this abrupt transition during COVID-19 is understudied as well. This study examined the impact of the abrupt transition to telehealth as a result of COVID-19 on home visiting service provision in one mid-sized midwestern community from the perspective of clients and providers. We conducted semi-structured interviews with both home visiting clients and providers (N = 26) in prevention-focused home visiting services. Although some benefits to telehealth were reported, providers discussed challenges with regard to engaging clients in services and difficulties in completing important home visiting tasks (i.e., assessment of child development, teaching parent-child interaction). Providers and clients also noted",A Qualitative Analysis of the Effects of COVID-19 on Home Visiting Service Provision,telemedicine,Article,,home visiting program found improve parenting practice reduce negative child outcome coronavirus disease covid resulted abrupt transition telehealth service many home visiting service limited research examined impact delivering home visiting service via telehealth effect abrupt transition covid understudied well study examined impact abrupt transition telehealth result covid home visiting service provision one mid sized midwestern community perspective client provider conducted semi structured interview home visiting client provider prevention focused home visiting service although benefit telehealth reported provider discussed challenge regard engaging client service difficulty completing important home visiting task assessment child development teaching parent child interaction provider client also noted
"A novel wireless wearable, Holter, was developed to automatically measure blood pressure and heart rate based on the principle of oscillometry. It offers two measuring modes: on-demand - users activate the measurements at will, and programmable - measurements are triggered automatically at a selected rate. The accuracy of the results was validated using a mercury plethysmograph and simulator. The results are uploaded to a cloud server for remote monitoring and immediate care from healthcare providers when necessary. The main device is secured to an inflatable cuff wrapping around the user's arm, consisting of a microprocessor control board and other electromechanical parts. Firmware was implemented to control the device's functioning and wirelessly handshake to a smartphone developed for iOS and Android platforms for activating the Holter, displaying data, and facilitating communication between patients, healthcare providers, and relatives. Hence, this Internet of Things (IoT) ecosystem is useful in the LMIC society, where",Development of a Wireless Wearable Holter to Measure Blood Pressure and Heart Rate for Telemedicine,telemedicine,Conference paper,,novel wireless wearable holter developed automatically measure blood pressure heart rate based principle oscillometry offer two measuring mode demand user activate measurement programmable measurement triggered automatically selected rate accuracy result validated using mercury plethysmograph simulator result uploaded cloud server remote monitoring immediate care healthcare provider necessary main device secured inflatable cuff wrapping around user arm consisting microprocessor control board electromechanical part firmware implemented control device functioning wirelessly handshake smartphone developed io android platform activating holter displaying data facilitating communication patient healthcare provider relative hence internet thing iot ecosystem useful lmic society
"Background: Anaesthesiologists might be able to mitigate risk if they know which patients are at greatest risk for postoperative complications. This trial examined the impact of machine learning models on clinician risk assessment. Methods: This single-centre, prospective, randomised clinical trial enrolled surgical patients aged ≥18 yr. Anaesthesiologists and nurse anaesthetists providing remote telemedicine support reviewed electronic health records with (assisted group) or without (unassisted group) reviewing machine learning predictions. Clinicians predicted the likelihood of postoperative 30-day all-cause mortality and postoperative acute kidney injury (AKI) within 7 days. The primary outcome was area under the receiver operating characteristic curve (AUROC) for clinician predictions of mortality and AKI, comparing AUROCs between assisted and unassisted assessments. Results: We analysed 5071 patients (mean [range] age: 58 [18-100] yr; 52% female) assessed by 89 clinicians. Of these, 98 (2.2%) patients died within 30 days of surgery and 450 (11.1%) patients sustained AKI. Clinician predictions agreed",Effect of machine learning models on clinician prediction of postoperative complications: the Perioperative ORACLE randomised clinical trial,telemedicine,Article,,background anaesthesiologists might able mitigate risk know patient greatest risk postoperative complication trial examined impact machine learning model clinician risk assessment method single centre prospective randomised clinical trial enrolled surgical patient aged yr anaesthesiologists nurse anaesthetist providing remote [Cluster] support reviewed electronic health record assisted group without unassisted group reviewing machine learning prediction clinician predicted likelihood postoperative day cause mortality postoperative acute kidney injury aki within day primary outcome area receiver operating characteristic curve auroc clinician prediction mortality aki comparing aurocs assisted unassisted assessment result analysed patient mean range age yr female assessed clinician patient died within day surgery patient sustained aki clinician prediction agreed
"BACKGROUND Home visits provide essential access to primary care for frail or homebound older adults. In Ontario, Canada, a 2019 policy change removed some financial incentives for physicians to conduct home visits. This was followed by the COVID-19 pandemic and rapid adoption of virtual care, potentially disrupting the provision of home visits. METHODS We conducted a population-based interrupted time series analysis of Ontario residents aged ≥65 years during the period July 2014 to June 2024. The interruptions were an incentive reform in October 2019 and the onset of COVID-19 in March 2020. The main outcome was the monthly number of primary care home visits per 10,000 older adults, standardized by age and sex. Segmented autoregressive models estimated changes in level and trend at interruption. Secondary analyses examined differences by age, rurality, dementia status, and visit type (palliative vs nonpalliative). RESULTS From July 2014 to September 2019, home visits increased by",Impact of Incentive Reform and COVID-19 on Primary Care Home Visits in Ontario: A Population-Based Interrupted Time Series Analysis,telemedicine,Article,,background home visit provide essential access primary care frail homebound older adult ontario canada policy change removed financial incentive physician conduct home visit followed covid pandemic rapid adoption virtual care potentially disrupting provision home visit method conducted population based interrupted time series analysis ontario resident aged year period july june interruption incentive reform october onset covid march main outcome monthly number primary care home visit per older adult standardized age sex segmented autoregressive model estimated change level trend interruption secondary analysis examined difference age rurality dementia status visit type palliative v nonpalliative result july september home visit increased
"Objective: The authors assessed how research in primary healthcare was affected by the COVID-19 pandemic and identified the potential of blockchain technology to address pandemic-related challenges. Methods: This quantitative bibliometric research study used machine learning techniques. A comprehensive analysis of all primary healthcare (PHC) research was conducted using bibliometric data from the WOs. We examined co-authorship, co-occurrences, citation and co-citation, thematic mapping, factorial, document, and Latent Dirichlet Allocationtopic analyses. Our main dataset was 1,885 articles produced by 9,185 researchers from 3,132 institutions in 113 countries. Results: The most cited studies in the PHC field during the pandemic related to telemedicine and remote consultation, along with clinical conditions such as mental health, diabetes, vaccinations, risks during pregnancy, and healthcare of the elderly. In addition, the impact of COVID-19 on educational outcomes, changes to the organization of care, experiences and challenges to PHC physicians and other health professionals, and the diversity of",Impact of COVID-19 on Primary Healthcare Research: Trends and Suggestions for Better Services Approaches Via Blockchain Based Applications,telemedicine,Article,,objective author assessed research primary healthcare affected covid pandemic identified potential blockchain technology address pandemic related challenge method quantitative bibliometric research study used machine learning technique comprehensive analysis primary healthcare phc research conducted using bibliometric data wos examined co authorship co occurrence citation co citation thematic mapping factorial document latent dirichlet allocationtopic analysis main dataset article produced researcher institution country result cited study phc field pandemic related [Cluster] remote consultation along clinical condition mental health diabetes vaccination risk pregnancy healthcare elderly addition impact covid educational outcome change organization care experience challenge phc physician health professional diversity
